item sound pos task
184 PRAC 1 reading
185 PRAC 1 reading
183 PRAC 1 reading
182 PRAC 1 reading
181 PRAC 1 reading
186 PRAC 1 reading
34 SLC 3 reading
53 SLC 2 reading
45 SLC 2 reading
56 SLC 5 reading
31 SLC 4 reading
44 SLC 5 reading
48 SLC 5 reading
50 SLC 3 reading
59 SLC 4 reading
47 SLC 4 reading
46 SLC 3 reading
41 SLC 2 reading
49 SLC 2 reading
35 SLC 4 reading
39 SLC 4 reading
55 SLC 4 reading
58 SLC 3 reading
51 SLC 4 reading
37 SLC 2 reading
33 SLC 2 reading
42 SLC 3 reading
32 SLC 5 reading
38 SLC 3 reading
57 SLC 2 reading
60 SLC 5 reading
52 SLC 5 reading
43 SLC 4 reading
36 SLC 5 reading
54 SLC 3 reading
40 SLC 5 reading
61 STD 2 reading
62 STD 3 reading
63 STD 4 reading
86 STD 3 reading
10 DEV 3 reading
11 DEV 4 reading
73 STD 2 reading
74 STD 3 reading
77 STD 2 reading
66 STD 3 reading
21 DEV 2 reading
17 DEV 2 reading
68 STD 5 reading
79 STD 4 reading
71 STD 4 reading
72 STD 5 reading
7 DEV 4 reading
64 STD 5 reading
76 STD 5 reading
20 DEV 5 reading
4 DEV 5 reading
87 STD 4 reading
82 STD 3 reading
29 DEV 2 reading
1 DEV 2 reading
14 DEV 3 reading
18 DEV 3 reading
85 STD 2 reading
90 STD 3 reading
26 DEV 3 reading
24 DEV 5 reading
83 STD 4 reading
27 DEV 4 reading
78 STD 3 reading
2 DEV 3 reading
19 DEV 4 reading
28 DEV 5 reading
6 DEV 3 reading
65 STD 2 reading
89 STD 2 reading
88 STD 5 reading
80 STD 5 reading
8 DEV 5 reading
70 STD 3 reading
3 DEV 4 reading
15 DEV 4 reading
30 DEV 3 reading
84 STD 5 reading
75 STD 4 reading
9 DEV 2 reading
69 STD 2 reading
81 STD 2 reading
23 DEV 4 reading
12 DEV 5 reading
22 DEV 3 reading
25 DEV 2 reading
5 DEV 2 reading
13 DEV 2 reading
67 STD 4 reading
16 DEV 5 reading
191 PRAC 1 zString
190 PRAC 1 zString
192 PRAC 1 zString
189 PRAC 1 zString
187 PRAC 1 zString
188 PRAC 1 zString
145 SLC 2 zString
123 SLC 4 zString
134 SLC 3 zString
148 SLC 5 zString
140 SLC 5 zString
139 SLC 4 zString
133 SLC 2 zString
132 SLC 5 zString
149 SLC 2 zString
150 SLC 3 zString
144 SLC 5 zString
130 SLC 3 zString
129 SLC 2 zString
137 SLC 2 zString
121 SLC 2 zString
131 SLC 4 zString
124 SLC 5 zString
127 SLC 4 zString
126 SLC 3 zString
135 SLC 4 zString
143 SLC 4 zString
128 SLC 5 zString
122 SLC 3 zString
147 SLC 4 zString
142 SLC 3 zString
141 SLC 2 zString
146 SLC 3 zString
125 SLC 2 zString
138 SLC 3 zString
136 SLC 5 zString
151 STD 4 zString
152 STD 5 zString
153 STD 2 zString
159 STD 4 zString
172 STD 5 zString
106 DEV 3 zString
97 DEV 2 zString
109 DEV 2 zString
173 STD 2 zString
100 DEV 5 zString
175 STD 4 zString
179 STD 4 zString
110 DEV 3 zString
108 DEV 5 zString
164 STD 5 zString
99 DEV 4 zString
168 STD 5 zString
156 STD 5 zString
157 STD 2 zString
180 STD 5 zString
94 DEV 3 zString
174 STD 3 zString
161 STD 2 zString
96 DEV 5 zString
98 DEV 3 zString
115 DEV 4 zString
162 STD 3 zString
116 DEV 5 zString
154 STD 3 zString
101 DEV 2 zString
167 STD 4 zString
171 STD 4 zString
178 STD 3 zString
169 STD 2 zString
119 DEV 4 zString
120 DEV 5 zString
158 STD 3 zString
118 DEV 3 zString
166 STD 3 zString
112 DEV 5 zString
163 STD 4 zString
105 DEV 2 zString
117 DEV 2 zString
165 STD 2 zString
104 DEV 5 zString
170 STD 3 zString
102 DEV 3 zString
177 STD 2 zString
91 DEV 4 zString
176 STD 5 zString
113 DEV 2 zString
160 STD 5 zString
111 DEV 4 zString
114 DEV 3 zString
103 DEV 4 zString
92 DEV 5 zString
107 DEV 4 zString
155 STD 4 zString
93 DEV 2 zString
95 DEV 4 zString
