item sound pos task
183 PRAC 1 reading
186 PRAC 1 reading
182 PRAC 1 reading
185 PRAC 1 reading
181 PRAC 1 reading
184 PRAC 1 reading
72 SLC 2 reading
77 SLC 3 reading
79 SLC 5 reading
64 SLC 2 reading
66 SLC 4 reading
73 SLC 3 reading
90 SLC 4 reading
82 SLC 4 reading
76 SLC 2 reading
85 SLC 3 reading
86 SLC 4 reading
89 SLC 3 reading
84 SLC 2 reading
67 SLC 5 reading
62 SLC 4 reading
63 SLC 5 reading
81 SLC 3 reading
87 SLC 5 reading
71 SLC 5 reading
74 SLC 4 reading
65 SLC 3 reading
83 SLC 5 reading
61 SLC 3 reading
70 SLC 4 reading
78 SLC 4 reading
68 SLC 2 reading
88 SLC 2 reading
69 SLC 3 reading
80 SLC 2 reading
75 SLC 5 reading
1 STD 3 reading
2 STD 4 reading
3 STD 5 reading
55 DEV 5 reading
34 DEV 4 reading
25 STD 3 reading
10 STD 4 reading
12 STD 2 reading
31 DEV 5 reading
44 DEV 2 reading
51 DEV 5 reading
53 DEV 3 reading
17 STD 3 reading
33 DEV 3 reading
36 DEV 2 reading
56 DEV 2 reading
35 DEV 5 reading
54 DEV 4 reading
8 STD 2 reading
32 DEV 2 reading
48 DEV 2 reading
15 STD 5 reading
59 DEV 5 reading
4 STD 2 reading
14 STD 4 reading
57 DEV 3 reading
58 DEV 4 reading
43 DEV 5 reading
11 STD 5 reading
40 DEV 2 reading
50 DEV 4 reading
38 DEV 4 reading
39 DEV 5 reading
27 STD 5 reading
6 STD 4 reading
22 STD 4 reading
24 STD 2 reading
23 STD 5 reading
45 DEV 3 reading
29 STD 3 reading
18 STD 4 reading
30 STD 4 reading
26 STD 4 reading
37 DEV 3 reading
42 DEV 4 reading
41 DEV 3 reading
20 STD 2 reading
60 DEV 2 reading
52 DEV 2 reading
28 STD 2 reading
13 STD 3 reading
7 STD 5 reading
47 DEV 5 reading
49 DEV 3 reading
46 DEV 4 reading
16 STD 2 reading
21 STD 3 reading
5 STD 3 reading
19 STD 5 reading
9 STD 3 reading
188 PRAC 1 zString
189 PRAC 1 zString
187 PRAC 1 zString
191 PRAC 1 zString
190 PRAC 1 zString
192 PRAC 1 zString
167 SLC 5 zString
152 SLC 2 zString
159 SLC 5 zString
177 SLC 3 zString
175 SLC 5 zString
158 SLC 4 zString
153 SLC 3 zString
173 SLC 3 zString
169 SLC 3 zString
155 SLC 5 zString
151 SLC 5 zString
160 SLC 2 zString
171 SLC 5 zString
165 SLC 3 zString
180 SLC 2 zString
176 SLC 2 zString
162 SLC 4 zString
170 SLC 4 zString
178 SLC 4 zString
172 SLC 2 zString
163 SLC 5 zString
168 SLC 2 zString
157 SLC 3 zString
166 SLC 4 zString
156 SLC 2 zString
179 SLC 5 zString
164 SLC 2 zString
154 SLC 4 zString
161 SLC 3 zString
174 SLC 4 zString
91 STD 5 zString
92 STD 2 zString
93 STD 3 zString
136 DEV 2 zString
96 STD 2 zString
99 STD 5 zString
111 STD 5 zString
116 STD 2 zString
101 STD 3 zString
139 DEV 5 zString
122 DEV 4 zString
128 DEV 2 zString
132 DEV 2 zString
120 STD 2 zString
97 STD 3 zString
143 DEV 5 zString
118 STD 4 zString
103 STD 5 zString
109 STD 3 zString
95 STD 5 zString
144 DEV 2 zString
149 DEV 3 zString
106 STD 4 zString
112 STD 2 zString
98 STD 4 zString
130 DEV 4 zString
145 DEV 3 zString
100 STD 2 zString
115 STD 5 zString
125 DEV 3 zString
107 STD 5 zString
141 DEV 3 zString
127 DEV 5 zString
142 DEV 4 zString
134 DEV 4 zString
135 DEV 5 zString
113 STD 3 zString
146 DEV 4 zString
94 STD 4 zString
131 DEV 5 zString
138 DEV 4 zString
117 STD 3 zString
110 STD 4 zString
140 DEV 2 zString
147 DEV 5 zString
121 DEV 3 zString
129 DEV 3 zString
119 STD 5 zString
137 DEV 3 zString
126 DEV 4 zString
124 DEV 2 zString
133 DEV 3 zString
102 STD 4 zString
148 DEV 2 zString
150 DEV 4 zString
114 STD 4 zString
108 STD 2 zString
123 DEV 5 zString
104 STD 2 zString
105 STD 3 zString
