item sound pos task
181 PRAC 1 reading
182 PRAC 1 reading
183 PRAC 1 reading
184 PRAC 1 reading
185 PRAC 1 reading
186 PRAC 1 reading
27 SLC 4 reading
8 SLC 5 reading
2 SLC 3 reading
17 SLC 2 reading
12 SLC 5 reading
6 SLC 3 reading
23 SLC 4 reading
20 SLC 5 reading
15 SLC 4 reading
14 SLC 3 reading
19 SLC 4 reading
16 SLC 5 reading
28 SLC 5 reading
24 SLC 5 reading
4 SLC 5 reading
5 SLC 2 reading
10 SLC 3 reading
25 SLC 2 reading
7 SLC 4 reading
30 SLC 3 reading
22 SLC 3 reading
21 SLC 2 reading
29 SLC 2 reading
3 SLC 4 reading
13 SLC 2 reading
1 SLC 2 reading
26 SLC 3 reading
18 SLC 3 reading
9 SLC 2 reading
11 SLC 4 reading
31 STD 4 reading
32 STD 5 reading
33 STD 2 reading
55 STD 4 reading
74 DEV 3 reading
43 STD 4 reading
69 DEV 2 reading
60 STD 5 reading
80 DEV 5 reading
50 STD 3 reading
42 STD 3 reading
71 DEV 4 reading
34 STD 3 reading
67 DEV 4 reading
68 DEV 5 reading
59 STD 4 reading
79 DEV 4 reading
45 STD 2 reading
72 DEV 5 reading
64 DEV 5 reading
44 STD 5 reading
47 STD 4 reading
63 DEV 4 reading
77 DEV 2 reading
75 DEV 4 reading
82 DEV 3 reading
84 DEV 5 reading
85 DEV 2 reading
41 STD 2 reading
90 DEV 3 reading
78 DEV 3 reading
83 DEV 4 reading
89 DEV 2 reading
54 STD 3 reading
57 STD 2 reading
66 DEV 3 reading
56 STD 5 reading
36 STD 5 reading
51 STD 4 reading
48 STD 5 reading
37 STD 2 reading
39 STD 4 reading
88 DEV 5 reading
58 STD 3 reading
40 STD 5 reading
38 STD 3 reading
49 STD 2 reading
86 DEV 3 reading
46 STD 3 reading
81 DEV 2 reading
87 DEV 4 reading
73 DEV 2 reading
61 DEV 2 reading
76 DEV 5 reading
52 STD 5 reading
35 STD 4 reading
53 STD 2 reading
70 DEV 3 reading
62 DEV 3 reading
65 DEV 2 reading
190 PRAC 1 zString
189 PRAC 1 zString
187 PRAC 1 zString
188 PRAC 1 zString
191 PRAC 1 zString
192 PRAC 1 zString
92 SLC 5 zString
116 SLC 5 zString
111 SLC 4 zString
94 SLC 3 zString
118 SLC 3 zString
102 SLC 3 zString
115 SLC 4 zString
100 SLC 5 zString
119 SLC 4 zString
97 SLC 2 zString
106 SLC 3 zString
91 SLC 4 zString
98 SLC 3 zString
109 SLC 2 zString
93 SLC 2 zString
99 SLC 4 zString
114 SLC 3 zString
120 SLC 5 zString
95 SLC 4 zString
105 SLC 2 zString
104 SLC 5 zString
108 SLC 5 zString
113 SLC 2 zString
101 SLC 2 zString
96 SLC 5 zString
103 SLC 4 zString
110 SLC 3 zString
112 SLC 5 zString
117 SLC 2 zString
107 SLC 4 zString
121 STD 2 zString
122 STD 3 zString
123 STD 4 zString
125 STD 2 zString
128 STD 5 zString
154 DEV 3 zString
178 DEV 3 zString
126 STD 3 zString
179 DEV 4 zString
145 STD 2 zString
159 DEV 4 zString
165 DEV 2 zString
153 DEV 2 zString
150 STD 3 zString
168 DEV 5 zString
156 DEV 5 zString
157 DEV 2 zString
132 STD 5 zString
172 DEV 5 zString
152 DEV 5 zString
175 DEV 4 zString
138 STD 3 zString
171 DEV 4 zString
149 STD 2 zString
146 STD 3 zString
141 STD 2 zString
140 STD 5 zString
136 STD 5 zString
151 DEV 4 zString
170 DEV 3 zString
163 DEV 4 zString
139 STD 4 zString
144 STD 5 zString
131 STD 4 zString
129 STD 2 zString
158 DEV 3 zString
167 DEV 4 zString
164 DEV 5 zString
162 DEV 3 zString
124 STD 5 zString
155 DEV 4 zString
161 DEV 2 zString
166 DEV 3 zString
133 STD 2 zString
177 DEV 2 zString
137 STD 2 zString
147 STD 4 zString
127 STD 4 zString
134 STD 3 zString
143 STD 4 zString
130 STD 3 zString
174 DEV 3 zString
176 DEV 5 zString
135 STD 4 zString
142 STD 3 zString
173 DEV 2 zString
148 STD 5 zString
180 DEV 5 zString
169 DEV 2 zString
160 DEV 5 zString
