item sound pos task
184 PRAC 1 zString
182 PRAC 1 zString
183 PRAC 1 zString
186 PRAC 1 zString
185 PRAC 1 zString
181 PRAC 1 zString
31 STD 5 zString
32 STD 2 zString
33 STD 3 zString
55 STD 5 zString
90 DEV 4 zString
66 DEV 4 zString
75 DEV 5 zString
34 STD 4 zString
53 STD 3 zString
42 STD 4 zString
54 STD 4 zString
48 STD 2 zString
89 DEV 3 zString
40 STD 2 zString
59 STD 5 zString
36 STD 2 zString
49 STD 3 zString
84 DEV 2 zString
73 DEV 3 zString
51 STD 5 zString
43 STD 5 zString
65 DEV 3 zString
85 DEV 3 zString
82 DEV 4 zString
86 DEV 4 zString
68 DEV 2 zString
44 STD 2 zString
47 STD 5 zString
38 STD 4 zString
79 DEV 5 zString
77 DEV 3 zString
69 DEV 3 zString
41 STD 3 zString
74 DEV 4 zString
60 STD 2 zString
58 STD 4 zString
83 DEV 5 zString
67 DEV 5 zString
50 STD 4 zString
63 DEV 5 zString
64 DEV 2 zString
45 STD 3 zString
71 DEV 5 zString
35 STD 5 zString
56 STD 2 zString
52 STD 2 zString
46 STD 4 zString
78 DEV 4 zString
80 DEV 2 zString
61 DEV 3 zString
70 DEV 4 zString
57 STD 3 zString
88 DEV 2 zString
81 DEV 3 zString
87 DEV 5 zString
39 STD 5 zString
37 STD 3 zString
62 DEV 4 zString
76 DEV 2 zString
72 DEV 2 zString
2 SLC 4 zString
23 SLC 5 zString
10 SLC 4 zString
29 SLC 3 zString
4 SLC 2 zString
22 SLC 4 zString
26 SLC 4 zString
11 SLC 5 zString
12 SLC 2 zString
20 SLC 2 zString
16 SLC 2 zString
9 SLC 3 zString
6 SLC 4 zString
8 SLC 2 zString
15 SLC 5 zString
24 SLC 2 zString
21 SLC 3 zString
27 SLC 5 zString
3 SLC 5 zString
17 SLC 3 zString
7 SLC 5 zString
30 SLC 4 zString
5 SLC 3 zString
19 SLC 5 zString
14 SLC 4 zString
13 SLC 3 zString
28 SLC 2 zString
25 SLC 3 zString
18 SLC 4 zString
1 SLC 3 zString
192 PRAC 1 reading
190 PRAC 1 reading
191 PRAC 1 reading
189 PRAC 1 reading
188 PRAC 1 reading
187 PRAC 1 reading
121 STD 3 reading
122 STD 4 reading
123 STD 5 reading
167 DEV 5 reading
139 STD 5 reading
136 STD 2 reading
128 STD 2 reading
147 STD 5 reading
132 STD 2 reading
129 STD 3 reading
124 STD 2 reading
143 STD 5 reading
174 DEV 4 reading
154 DEV 4 reading
150 STD 4 reading
126 STD 4 reading
134 STD 4 reading
125 STD 3 reading
137 STD 3 reading
175 DEV 5 reading
169 DEV 3 reading
140 STD 2 reading
170 DEV 4 reading
130 STD 4 reading
127 STD 5 reading
146 STD 4 reading
173 DEV 3 reading
179 DEV 5 reading
138 STD 4 reading
148 STD 2 reading
159 DEV 5 reading
142 STD 4 reading
157 DEV 3 reading
178 DEV 4 reading
158 DEV 4 reading
180 DEV 2 reading
151 DEV 5 reading
133 STD 3 reading
166 DEV 4 reading
164 DEV 2 reading
165 DEV 3 reading
131 STD 5 reading
176 DEV 2 reading
172 DEV 2 reading
153 DEV 3 reading
156 DEV 2 reading
152 DEV 2 reading
145 STD 3 reading
144 STD 2 reading
171 DEV 5 reading
163 DEV 5 reading
168 DEV 2 reading
161 DEV 3 reading
149 STD 3 reading
162 DEV 4 reading
160 DEV 2 reading
141 STD 3 reading
155 DEV 5 reading
177 DEV 3 reading
135 STD 5 reading
119 SLC 5 reading
118 SLC 4 reading
110 SLC 4 reading
117 SLC 3 reading
111 SLC 5 reading
113 SLC 3 reading
103 SLC 5 reading
107 SLC 5 reading
91 SLC 5 reading
106 SLC 4 reading
102 SLC 4 reading
94 SLC 4 reading
104 SLC 2 reading
97 SLC 3 reading
109 SLC 3 reading
120 SLC 2 reading
93 SLC 3 reading
116 SLC 2 reading
101 SLC 3 reading
98 SLC 4 reading
95 SLC 5 reading
99 SLC 5 reading
108 SLC 2 reading
115 SLC 5 reading
96 SLC 2 reading
100 SLC 2 reading
114 SLC 4 reading
105 SLC 3 reading
92 SLC 2 reading
112 SLC 2 reading
