item sound pos task
182 PRAC 1 reading
183 PRAC 1 reading
185 PRAC 1 reading
184 PRAC 1 reading
186 PRAC 1 reading
181 PRAC 1 reading
60 SLC 3 reading
57 SLC 4 reading
55 SLC 2 reading
51 SLC 2 reading
44 SLC 3 reading
43 SLC 2 reading
48 SLC 3 reading
49 SLC 4 reading
59 SLC 2 reading
40 SLC 3 reading
42 SLC 5 reading
56 SLC 3 reading
53 SLC 4 reading
32 SLC 3 reading
52 SLC 3 reading
37 SLC 4 reading
47 SLC 2 reading
39 SLC 2 reading
50 SLC 5 reading
34 SLC 5 reading
54 SLC 5 reading
31 SLC 2 reading
33 SLC 4 reading
45 SLC 4 reading
41 SLC 4 reading
58 SLC 5 reading
36 SLC 3 reading
46 SLC 5 reading
38 SLC 5 reading
35 SLC 2 reading
61 STD 4 reading
62 STD 5 reading
63 STD 2 reading
6 DEV 5 reading
2 DEV 5 reading
29 DEV 4 reading
64 STD 3 reading
79 STD 2 reading
7 DEV 2 reading
75 STD 2 reading
81 STD 4 reading
24 DEV 3 reading
21 DEV 4 reading
3 DEV 2 reading
13 DEV 4 reading
84 STD 3 reading
18 DEV 5 reading
83 STD 2 reading
26 DEV 5 reading
65 STD 4 reading
66 STD 5 reading
10 DEV 5 reading
16 DEV 3 reading
74 STD 5 reading
20 DEV 3 reading
77 STD 4 reading
76 STD 3 reading
88 STD 3 reading
73 STD 4 reading
22 DEV 5 reading
17 DEV 4 reading
9 DEV 4 reading
27 DEV 2 reading
19 DEV 2 reading
25 DEV 4 reading
89 STD 4 reading
69 STD 4 reading
70 STD 5 reading
78 STD 5 reading
8 DEV 3 reading
80 STD 3 reading
4 DEV 3 reading
86 STD 5 reading
23 DEV 2 reading
28 DEV 3 reading
72 STD 3 reading
1 DEV 4 reading
85 STD 4 reading
90 STD 5 reading
87 STD 2 reading
15 DEV 2 reading
12 DEV 3 reading
30 DEV 5 reading
11 DEV 2 reading
5 DEV 4 reading
14 DEV 5 reading
71 STD 2 reading
67 STD 2 reading
82 STD 5 reading
68 STD 3 reading
190 PRAC 1 zString
187 PRAC 1 zString
191 PRAC 1 zString
192 PRAC 1 zString
189 PRAC 1 zString
188 PRAC 1 zString
133 SLC 4 zString
144 SLC 3 zString
135 SLC 2 zString
142 SLC 5 zString
124 SLC 3 zString
122 SLC 5 zString
137 SLC 4 zString
148 SLC 3 zString
139 SLC 2 zString
147 SLC 2 zString
146 SLC 5 zString
130 SLC 5 zString
143 SLC 2 zString
127 SLC 2 zString
138 SLC 5 zString
129 SLC 4 zString
121 SLC 4 zString
145 SLC 4 zString
140 SLC 3 zString
126 SLC 5 zString
125 SLC 4 zString
123 SLC 2 zString
131 SLC 2 zString
141 SLC 4 zString
150 SLC 5 zString
136 SLC 3 zString
128 SLC 3 zString
132 SLC 3 zString
149 SLC 4 zString
134 SLC 5 zString
151 STD 2 zString
152 STD 3 zString
153 STD 4 zString
160 STD 3 zString
155 STD 2 zString
168 STD 3 zString
100 DEV 3 zString
113 DEV 4 zString
96 DEV 3 zString
102 DEV 5 zString
114 DEV 5 zString
166 STD 5 zString
101 DEV 4 zString
95 DEV 2 zString
164 STD 3 zString
115 DEV 2 zString
158 STD 5 zString
176 STD 3 zString
173 STD 4 zString
175 STD 2 zString
170 STD 5 zString
106 DEV 5 zString
154 STD 5 zString
108 DEV 3 zString
112 DEV 3 zString
180 STD 3 zString
92 DEV 3 zString
178 STD 5 zString
177 STD 4 zString
171 STD 2 zString
156 STD 3 zString
169 STD 4 zString
167 STD 2 zString
97 DEV 4 zString
104 DEV 3 zString
174 STD 5 zString
172 STD 3 zString
161 STD 4 zString
110 DEV 5 zString
93 DEV 4 zString
163 STD 2 zString
157 STD 4 zString
117 DEV 4 zString
107 DEV 2 zString
116 DEV 3 zString
103 DEV 2 zString
118 DEV 5 zString
91 DEV 2 zString
119 DEV 2 zString
162 STD 5 zString
111 DEV 2 zString
105 DEV 4 zString
179 STD 2 zString
165 STD 4 zString
159 STD 2 zString
98 DEV 5 zString
99 DEV 2 zString
94 DEV 5 zString
120 DEV 3 zString
109 DEV 4 zString
