item sound pos task
184 PRAC 1 reading
182 PRAC 1 reading
186 PRAC 1 reading
185 PRAC 1 reading
183 PRAC 1 reading
181 PRAC 1 reading
5 SLC 3 reading
2 SLC 4 reading
12 SLC 2 reading
28 SLC 2 reading
20 SLC 2 reading
14 SLC 4 reading
4 SLC 2 reading
13 SLC 3 reading
3 SLC 5 reading
29 SLC 3 reading
18 SLC 4 reading
10 SLC 4 reading
17 SLC 3 reading
19 SLC 5 reading
1 SLC 3 reading
24 SLC 2 reading
7 SLC 5 reading
22 SLC 4 reading
11 SLC 5 reading
15 SLC 5 reading
21 SLC 3 reading
9 SLC 3 reading
6 SLC 4 reading
8 SLC 2 reading
30 SLC 4 reading
27 SLC 5 reading
23 SLC 5 reading
26 SLC 4 reading
25 SLC 3 reading
16 SLC 2 reading
31 STD 5 reading
32 STD 2 reading
33 STD 3 reading
87 DEV 5 reading
60 STD 2 reading
66 DEV 4 reading
88 DEV 2 reading
68 DEV 2 reading
45 STD 3 reading
40 STD 2 reading
44 STD 2 reading
61 DEV 3 reading
75 DEV 5 reading
63 DEV 5 reading
37 STD 3 reading
54 STD 4 reading
73 DEV 3 reading
57 STD 3 reading
78 DEV 4 reading
80 DEV 2 reading
85 DEV 3 reading
76 DEV 2 reading
74 DEV 4 reading
35 STD 5 reading
49 STD 3 reading
81 DEV 3 reading
65 DEV 3 reading
52 STD 2 reading
42 STD 4 reading
47 STD 5 reading
77 DEV 3 reading
62 DEV 4 reading
59 STD 5 reading
46 STD 4 reading
71 DEV 5 reading
56 STD 2 reading
64 DEV 2 reading
70 DEV 4 reading
34 STD 4 reading
86 DEV 4 reading
79 DEV 5 reading
38 STD 4 reading
36 STD 2 reading
39 STD 5 reading
48 STD 2 reading
43 STD 5 reading
72 DEV 2 reading
55 STD 5 reading
58 STD 4 reading
50 STD 4 reading
51 STD 5 reading
89 DEV 3 reading
69 DEV 3 reading
83 DEV 5 reading
82 DEV 4 reading
41 STD 3 reading
67 DEV 5 reading
84 DEV 2 reading
53 STD 3 reading
90 DEV 4 reading
191 PRAC 1 zString
192 PRAC 1 zString
189 PRAC 1 zString
188 PRAC 1 zString
187 PRAC 1 zString
190 PRAC 1 zString
93 SLC 3 zString
95 SLC 5 zString
109 SLC 3 zString
105 SLC 3 zString
113 SLC 3 zString
119 SLC 5 zString
115 SLC 5 zString
106 SLC 4 zString
103 SLC 5 zString
110 SLC 4 zString
107 SLC 5 zString
96 SLC 2 zString
99 SLC 5 zString
104 SLC 2 zString
118 SLC 4 zString
117 SLC 3 zString
97 SLC 3 zString
102 SLC 4 zString
112 SLC 2 zString
108 SLC 2 zString
111 SLC 5 zString
116 SLC 2 zString
101 SLC 3 zString
98 SLC 4 zString
100 SLC 2 zString
92 SLC 2 zString
94 SLC 4 zString
120 SLC 2 zString
91 SLC 5 zString
114 SLC 4 zString
121 STD 3 zString
122 STD 4 zString
123 STD 5 zString
180 DEV 2 zString
177 DEV 3 zString
150 STD 4 zString
155 DEV 5 zString
168 DEV 2 zString
139 STD 5 zString
132 STD 2 zString
178 DEV 4 zString
153 DEV 3 zString
165 DEV 3 zString
169 DEV 3 zString
171 DEV 5 zString
131 STD 5 zString
154 DEV 4 zString
173 DEV 3 zString
152 DEV 2 zString
158 DEV 4 zString
146 STD 4 zString
167 DEV 5 zString
179 DEV 5 zString
162 DEV 4 zString
149 STD 3 zString
133 STD 3 zString
127 STD 5 zString
151 DEV 5 zString
141 STD 3 zString
159 DEV 5 zString
124 STD 2 zString
136 STD 2 zString
175 DEV 5 zString
135 STD 5 zString
170 DEV 4 zString
166 DEV 4 zString
140 STD 2 zString
164 DEV 2 zString
143 STD 5 zString
125 STD 3 zString
129 STD 3 zString
157 DEV 3 zString
172 DEV 2 zString
128 STD 2 zString
134 STD 4 zString
137 STD 3 zString
161 DEV 3 zString
174 DEV 4 zString
126 STD 4 zString
138 STD 4 zString
147 STD 5 zString
144 STD 2 zString
148 STD 2 zString
160 DEV 2 zString
142 STD 4 zString
130 STD 4 zString
163 DEV 5 zString
145 STD 3 zString
176 DEV 2 zString
156 DEV 2 zString
