item sound pos task
182 PRAC 1 zString
185 PRAC 1 zString
181 PRAC 1 zString
183 PRAC 1 zString
184 PRAC 1 zString
186 PRAC 1 zString
1 STD 3 zString
2 STD 4 zString
3 STD 5 zString
57 DEV 3 zString
20 STD 2 zString
49 DEV 3 zString
5 STD 3 zString
6 STD 4 zString
56 DEV 2 zString
24 STD 2 zString
42 DEV 4 zString
50 DEV 4 zString
48 DEV 2 zString
10 STD 4 zString
38 DEV 4 zString
14 STD 4 zString
43 DEV 5 zString
34 DEV 4 zString
26 STD 4 zString
29 STD 3 zString
25 STD 3 zString
28 STD 2 zString
40 DEV 2 zString
55 DEV 5 zString
23 STD 5 zString
13 STD 3 zString
27 STD 5 zString
33 DEV 3 zString
16 STD 2 zString
46 DEV 4 zString
11 STD 5 zString
22 STD 4 zString
4 STD 2 zString
17 STD 3 zString
32 DEV 2 zString
12 STD 2 zString
53 DEV 3 zString
8 STD 2 zString
45 DEV 3 zString
54 DEV 4 zString
59 DEV 5 zString
60 DEV 2 zString
19 STD 5 zString
36 DEV 2 zString
37 DEV 3 zString
51 DEV 5 zString
30 STD 4 zString
35 DEV 5 zString
9 STD 3 zString
47 DEV 5 zString
7 STD 5 zString
39 DEV 5 zString
21 STD 3 zString
18 STD 4 zString
15 STD 5 zString
41 DEV 3 zString
31 DEV 5 zString
44 DEV 2 zString
58 DEV 4 zString
52 DEV 2 zString
65 SLC 3 zString
78 SLC 4 zString
81 SLC 3 zString
71 SLC 5 zString
90 SLC 4 zString
86 SLC 4 zString
77 SLC 3 zString
89 SLC 3 zString
74 SLC 4 zString
64 SLC 2 zString
79 SLC 5 zString
82 SLC 4 zString
68 SLC 2 zString
70 SLC 4 zString
69 SLC 3 zString
73 SLC 3 zString
83 SLC 5 zString
76 SLC 2 zString
80 SLC 2 zString
85 SLC 3 zString
88 SLC 2 zString
67 SLC 5 zString
61 SLC 3 zString
62 SLC 4 zString
84 SLC 2 zString
63 SLC 5 zString
75 SLC 5 zString
66 SLC 4 zString
87 SLC 5 zString
72 SLC 2 zString
188 PRAC 1 reading
191 PRAC 1 reading
189 PRAC 1 reading
192 PRAC 1 reading
187 PRAC 1 reading
190 PRAC 1 reading
91 STD 5 reading
92 STD 2 reading
93 STD 3 reading
100 STD 2 reading
139 DEV 5 reading
108 STD 2 reading
132 DEV 2 reading
101 STD 3 reading
120 STD 2 reading
112 STD 2 reading
141 DEV 3 reading
109 STD 3 reading
96 STD 2 reading
145 DEV 3 reading
115 STD 5 reading
111 STD 5 reading
147 DEV 5 reading
148 DEV 2 reading
105 STD 3 reading
127 DEV 5 reading
110 STD 4 reading
123 DEV 5 reading
113 STD 3 reading
125 DEV 3 reading
119 STD 5 reading
134 DEV 4 reading
144 DEV 2 reading
128 DEV 2 reading
136 DEV 2 reading
126 DEV 4 reading
131 DEV 5 reading
117 STD 3 reading
106 STD 4 reading
121 DEV 3 reading
116 STD 2 reading
122 DEV 4 reading
133 DEV 3 reading
135 DEV 5 reading
149 DEV 3 reading
129 DEV 3 reading
140 DEV 2 reading
103 STD 5 reading
143 DEV 5 reading
114 STD 4 reading
99 STD 5 reading
97 STD 3 reading
107 STD 5 reading
150 DEV 4 reading
137 DEV 3 reading
102 STD 4 reading
98 STD 4 reading
130 DEV 4 reading
124 DEV 2 reading
95 STD 5 reading
104 STD 2 reading
142 DEV 4 reading
94 STD 4 reading
118 STD 4 reading
146 DEV 4 reading
138 DEV 4 reading
162 SLC 4 reading
160 SLC 2 reading
155 SLC 5 reading
153 SLC 3 reading
180 SLC 2 reading
168 SLC 2 reading
179 SLC 5 reading
161 SLC 3 reading
166 SLC 4 reading
158 SLC 4 reading
157 SLC 3 reading
152 SLC 2 reading
178 SLC 4 reading
177 SLC 3 reading
171 SLC 5 reading
169 SLC 3 reading
151 SLC 5 reading
156 SLC 2 reading
170 SLC 4 reading
163 SLC 5 reading
167 SLC 5 reading
159 SLC 5 reading
164 SLC 2 reading
176 SLC 2 reading
165 SLC 3 reading
154 SLC 4 reading
172 SLC 2 reading
175 SLC 5 reading
174 SLC 4 reading
173 SLC 3 reading
