item sound pos task
184 PRAC 1 reading
186 PRAC 1 reading
182 PRAC 1 reading
183 PRAC 1 reading
181 PRAC 1 reading
185 PRAC 1 reading
1 STD 5 reading
2 STD 2 reading
3 STD 3 reading
14 STD 2 reading
46 DEV 2 reading
39 DEV 3 reading
16 STD 4 reading
29 STD 5 reading
12 STD 4 reading
4 STD 4 reading
60 DEV 4 reading
47 DEV 3 reading
50 DEV 2 reading
23 STD 3 reading
37 DEV 5 reading
27 STD 3 reading
48 DEV 4 reading
56 DEV 4 reading
58 DEV 2 reading
49 DEV 5 reading
18 STD 2 reading
57 DEV 5 reading
13 STD 5 reading
28 STD 4 reading
21 STD 5 reading
17 STD 5 reading
19 STD 3 reading
54 DEV 2 reading
9 STD 5 reading
52 DEV 4 reading
20 STD 4 reading
10 STD 2 reading
35 DEV 3 reading
5 STD 5 reading
31 DEV 3 reading
55 DEV 3 reading
44 DEV 4 reading
8 STD 4 reading
38 DEV 2 reading
32 DEV 4 reading
30 STD 2 reading
45 DEV 5 reading
51 DEV 3 reading
22 STD 2 reading
6 STD 2 reading
7 STD 3 reading
25 STD 5 reading
11 STD 3 reading
40 DEV 4 reading
34 DEV 2 reading
33 DEV 5 reading
43 DEV 3 reading
42 DEV 2 reading
26 STD 2 reading
53 DEV 5 reading
36 DEV 4 reading
59 DEV 3 reading
41 DEV 5 reading
15 STD 3 reading
24 STD 4 reading
64 SLC 4 reading
75 SLC 3 reading
76 SLC 4 reading
69 SLC 5 reading
89 SLC 5 reading
88 SLC 4 reading
74 SLC 2 reading
66 SLC 2 reading
70 SLC 2 reading
68 SLC 4 reading
90 SLC 2 reading
72 SLC 4 reading
65 SLC 5 reading
67 SLC 3 reading
79 SLC 3 reading
77 SLC 5 reading
83 SLC 3 reading
63 SLC 3 reading
82 SLC 2 reading
84 SLC 4 reading
71 SLC 3 reading
62 SLC 2 reading
86 SLC 2 reading
78 SLC 2 reading
85 SLC 5 reading
80 SLC 4 reading
87 SLC 3 reading
61 SLC 5 reading
73 SLC 5 reading
81 SLC 5 reading
191 PRAC 1 zString
188 PRAC 1 zString
189 PRAC 1 zString
192 PRAC 1 zString
190 PRAC 1 zString
187 PRAC 1 zString
91 STD 3 zString
92 STD 4 zString
93 STD 5 zString
147 DEV 3 zString
96 STD 4 zString
108 STD 4 zString
97 STD 5 zString
118 STD 2 zString
122 DEV 2 zString
148 DEV 4 zString
111 STD 3 zString
95 STD 3 zString
109 STD 5 zString
116 STD 4 zString
139 DEV 3 zString
137 DEV 5 zString
99 STD 3 zString
143 DEV 3 zString
124 DEV 4 zString
117 STD 5 zString
112 STD 4 zString
114 STD 2 zString
141 DEV 5 zString
123 DEV 3 zString
150 DEV 2 zString
142 DEV 2 zString
121 DEV 5 zString
94 STD 2 zString
125 DEV 5 zString
146 DEV 2 zString
128 DEV 4 zString
104 STD 4 zString
115 STD 3 zString
138 DEV 2 zString
110 STD 2 zString
106 STD 2 zString
107 STD 3 zString
129 DEV 5 zString
145 DEV 5 zString
105 STD 5 zString
100 STD 4 zString
135 DEV 3 zString
140 DEV 4 zString
98 STD 2 zString
101 STD 5 zString
119 STD 3 zString
126 DEV 2 zString
136 DEV 4 zString
149 DEV 5 zString
127 DEV 3 zString
132 DEV 4 zString
113 STD 5 zString
103 STD 3 zString
130 DEV 2 zString
134 DEV 2 zString
120 STD 4 zString
133 DEV 5 zString
144 DEV 4 zString
131 DEV 3 zString
102 STD 2 zString
163 SLC 3 zString
151 SLC 3 zString
158 SLC 2 zString
155 SLC 3 zString
160 SLC 4 zString
173 SLC 5 zString
169 SLC 5 zString
171 SLC 3 zString
154 SLC 2 zString
152 SLC 4 zString
164 SLC 4 zString
162 SLC 2 zString
159 SLC 3 zString
165 SLC 5 zString
172 SLC 4 zString
178 SLC 2 zString
168 SLC 4 zString
179 SLC 3 zString
166 SLC 2 zString
175 SLC 3 zString
161 SLC 5 zString
174 SLC 2 zString
176 SLC 4 zString
157 SLC 5 zString
170 SLC 2 zString
153 SLC 5 zString
177 SLC 5 zString
156 SLC 4 zString
180 SLC 4 zString
167 SLC 3 zString
